id_video,fecha_recuperacion,fecha_publicacion,reproducciones,nombre_usuario,titulo,etiquetas,url_video,url_perfil
7138379564622810370,2024-12-02 17:22:42.048327,2022-9-1,408.2K,shion_investment_,2022年 使わないと損な学割7選 ,#学割 #学割ってる #割引 #学生割引 #お得 #お得情報 #おすすめ ,https://www.tiktok.com/@shion_investment_/video/7138379564622810370,https://www.tiktok.com/@shion_investment_
7310139099275463937,2024-12-02 17:22:42.059030,2023-12-8,133.7K,makepon_tiktok,音楽アプリ最強決定！AppleMusic派?Spotify派?勝敗はコメント欄で教えて！【ディベート】#shinker #AppleMusic #Spotify #Music #podcast #ベンチャー企業 #fpy  音質で選ぶなら断然〇〇！？,NaN,https://www.tiktok.com/@makepon_tiktok/video/7310139099275463937,https://www.tiktok.com/@makepon_tiktok
7143165781654637826,2024-12-02 17:22:42.070038,2022-9-14,2.2M,iphone_life_,Appleミュージック勢歓喜！iPhoneのアップデートで、音楽再生中のロック画面がオシャレに,#iphone #ios16 #アップデート #ロック画面 ,https://www.tiktok.com/@iphone_life_/video/7143165781654637826,https://www.tiktok.com/@iphone_life_
7388977788981726496,2024-12-02 17:22:42.081162,7-7,26.5M,brookieandjessie,brat summer 💚,NaN,https://www.tiktok.com/@brookieandjessie/video/7388977788981726496,https://www.tiktok.com/@brookieandjessie
7224912345531731242,2024-12-02 17:22:42.091160,2023-4-22,7.3M,anapoptart,imagine how many songs this happens to ,#taylorswift #peace #spotify #applemusic ,https://www.tiktok.com/@anapoptart/video/7224912345531731242,https://www.tiktok.com/@anapoptart
7170144222379576578,2024-12-02 17:22:42.102165,2022-11-25,1.4M,baby._.moon8,に返信 やりかたです！わかりにくかったらごめんなさい😓 ,@ゆめの #プレイリスト #おすすめ曲 #capcut #fyp ,https://www.tiktok.com/@baby._.moon8/video/7170144222379576578,https://www.tiktok.com/@baby._.moon8
7172303687061228805,2024-12-02 17:22:42.114178,2022-12-1,2.4M,emmanuelvillacer1,Las mejores aplicaciones para musica ,#trucos #tips #iphone #ios #tipsandtricks ,https://www.tiktok.com/@emmanuelvillacer1/video/7172303687061228805,https://www.tiktok.com/@emmanuelvillacer1
7316302326287977733,2024-12-02 17:22:42.124479,2023-12-24,3452,mr.blavk____,Respuesta a ,@Drake_Dragun #foryou #parati #fyp #metalcore ,https://www.tiktok.com/@mr.blavk____/video/7316302326287977733,https://www.tiktok.com/@mr.blavk____
7323738291373640965,2024-12-02 17:22:42.136569,1-13,1.5M,tech_franco,Mejor alternativa 🫡 ,#aprendeentiktok #techfranco #parati #fyp ,https://www.tiktok.com/@tech_franco/video/7323738291373640965,https://www.tiktok.com/@tech_franco
7323741998253427974,2024-12-02 17:22:42.149856,1-13,6.1M,brautech7,Escucha musica sin conexión a internet en tu iPhone con la aplicación Muzoff ,#apps #appsparaiphone #iphone15 #iphonetricks #ios17 #trucosparacelular ,https://www.tiktok.com/@brautech7/video/7323741998253427974,https://www.tiktok.com/@brautech7
